img1_path,img2_path,true_label,cosine_similarity,cosine_distance,euclidean_distance
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/0.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/1.jpg,1,0.5829720497131348,0.41702795028686523,0.9132666097989844
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/2.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/3.jpg,1,0.18612511456012726,0.8138748854398727,1.2758329713876129
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/4.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/5.jpg,1,0.5173195600509644,0.48268043994903564,0.982527801081512
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/6.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/7.jpg,1,0.6531490683555603,0.3468509316444397,0.8328876654680867
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/8.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/9.jpg,1,0.459220290184021,0.540779709815979,1.0399804900246725
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/10.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/11.jpg,1,0.5787364840507507,0.42126351594924927,0.9178927126295854
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/12.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/13.jpg,1,0.621252179145813,0.378747820854187,0.8703422554997396
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/14.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/15.jpg,1,0.587012529373169,0.41298747062683105,0.9088316352623638
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/16.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/17.jpg,1,0.6125320196151733,0.38746798038482666,0.8803044704928252
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/18.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/19.jpg,1,0.559677004814148,0.44032299518585205,0.9384274028243762
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/20.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/21.jpg,1,0.493944376707077,0.506055623292923,1.0060373982043838
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/22.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/23.jpg,1,0.6015744209289551,0.3984255790710449,0.8926651993564496
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/24.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/25.jpg,1,0.557344377040863,0.44265562295913696,0.9409097969084358
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/26.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/27.jpg,1,0.6954528093338013,0.30454719066619873,0.7804449893057149
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/28.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/29.jpg,1,0.6011788845062256,0.3988211154937744,0.893108185489053
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/30.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/31.jpg,1,0.6877725720405579,0.31222742795944214,0.7902245604376545
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/32.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/33.jpg,1,0.5870932936668396,0.4129067063331604,0.9087427648495039
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/34.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/35.jpg,1,0.5361166000366211,0.4638833999633789,0.9632065198734682
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/36.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/37.jpg,1,0.5245334506034851,0.4754665493965149,0.975157986581164
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/38.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/39.jpg,1,0.5752248764038086,0.4247751235961914,0.9217105007497651
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/40.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/41.jpg,1,0.48507583141326904,0.514924168586731,1.0148144348468158
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/42.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/43.jpg,1,0.3799230456352234,0.6200769543647766,1.1136219774813862
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/44.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/45.jpg,1,0.3341788053512573,0.6658211946487427,1.1539681058406621
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/46.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/47.jpg,1,0.6269093751907349,0.37309062480926514,0.8638178335844486
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/48.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/49.jpg,1,0.6964721083641052,0.3035278916358948,0.7791378461298036
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/50.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/51.jpg,1,0.49849677085876465,0.5015032291412354,1.0015021009875469
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/52.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/53.jpg,1,0.422771692276001,0.577228307723999,1.0744564278964495
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/54.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/55.jpg,1,0.44645604491233826,0.5535439550876617,1.0521824509919007
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/56.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/57.jpg,1,0.5083045959472656,0.4916954040527344,0.9916606315194069
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/58.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/59.jpg,1,0.5377500057220459,0.4622499942779541,0.9615092243738009
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/60.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/61.jpg,1,0.6197410821914673,0.3802589178085327,0.8720767372296233
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/62.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/63.jpg,1,0.6240352392196655,0.3759647607803345,0.8671386979951182
