img1_path,img2_path,true_label
/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/0.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/1.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/2.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/3.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/4.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/5.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/6.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/7.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/8.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/9.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/10.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/11.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/12.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/13.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/14.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/15.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/16.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/17.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/18.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/19.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/20.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/21.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/22.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/23.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/24.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/25.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/26.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/27.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/28.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/29.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/30.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/31.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/32.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/33.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/34.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/35.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/36.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/37.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/38.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/39.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/40.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/41.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/42.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/43.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/44.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/45.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/46.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/47.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/48.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/49.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/50.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/51.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/52.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/53.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/54.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/55.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/56.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/57.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/58.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/59.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/60.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/61.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/62.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/63.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/64.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/65.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/66.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/67.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/68.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/69.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/70.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/71.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/72.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/73.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/74.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/75.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/76.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/77.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/78.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/79.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/80.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/81.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/82.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/83.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/84.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/85.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/86.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/87.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/88.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/89.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/90.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/91.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/92.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/93.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/94.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/95.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/96.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/97.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/98.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/99.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/100.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/lfw/imgs/101.jpg,1
