img1_path,img2_path,true_label
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/0.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/1.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/2.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/3.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/4.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/5.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/6.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/7.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/8.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/9.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/10.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/11.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/12.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/13.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/14.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/15.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/16.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/17.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/18.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/19.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/20.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/21.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/22.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/23.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/24.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/25.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/26.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/27.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/28.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/29.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/30.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/31.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/32.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/33.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/34.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/35.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/36.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/37.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/38.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/39.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/40.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/41.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/42.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/43.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/44.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/45.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/46.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/47.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/48.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/49.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/50.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/51.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/52.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/53.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/54.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/55.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/56.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/57.jpg,1
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/58.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/agedb/59.jpg,1
