img1_path,img2_path,true_label,cosine_similarity,cosine_distance,euclidean_distance
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/lfw/0.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/lfw/1.jpg,1,0.7059937715530396,0.29400622844696045,0.7668197029901624
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/lfw/2.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/lfw/3.jpg,1,0.8328449130058289,0.16715508699417114,0.5781956191362421
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/lfw/4.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/lfw/5.jpg,1,0.7980746030807495,0.2019253969192505,0.6354925600182122
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/lfw/6.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/lfw/7.jpg,1,0.6865962743759155,0.3134037256240845,0.7917117223132224
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/lfw/8.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/lfw/9.jpg,1,0.7461958527565002,0.25380414724349976,0.7124663462136296
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/lfw/10.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/lfw/11.jpg,1,0.6143485307693481,0.38565146923065186,0.878238543028774
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/lfw/12.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/lfw/13.jpg,1,0.6932950615882874,0.30670493841171265,0.7832048753828242
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/lfw/14.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/lfw/15.jpg,1,0.5875586271286011,0.4124413728713989,0.9082305575914069
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/lfw/16.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/lfw/17.jpg,1,0.578190803527832,0.42180919647216797,0.9184870129426632
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/lfw/18.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/lfw/19.jpg,1,0.7873408794403076,0.21265912055969238,0.6521642746420451
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/lfw/20.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/lfw/21.jpg,1,0.6754939556121826,0.3245060443878174,0.8056128653240555
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/lfw/22.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/lfw/23.jpg,1,0.5123624801635742,0.4876375198364258,0.9875601448382025
/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/lfw/24.jpg,/Users/jakub/Desktop/NASK_ZADANIE/data/aligned/lfw/25.jpg,1,0.7440943717956543,0.2559056282043457,0.7154098520489436
